TimeRemaining,Event,BicyclesTaken,BikeRemaining,CurrentProfit
120,N/A,N/A,10,300.0
119.04007517557832,Customer 1 arrives,4,6,300.0
119.03038776455537,Customer 2 arrives,0,6,300.0
119.00611584862641,Bike returned,-4,10,300.0
119.00376125410327,Customer 3 arrives,6,4,307.5
118.25383255867231,Bike returned,-5,9,307.5
118.16061609536179,Customer 2 arrives,0,9,307.5
118.06715201661143,Customer 3 arrives,7,2,316.25
118.04329946943014,Customer 1 arrives,1,1,316.25
117.08144390347684,Bike returned,-5,6,316.25
117.06865385787017,Customer 1 arrives,3,3,316.25
117.03624774009006,Customer 2 arrives,0,3,316.25
117.01943910075956,Customer 3 arrives,3,0,320.0
116.06850490084952,Customer 2 arrives,0,0,320.0
116.03863294147531,Bike returned,-5,5,320.0
116.03293567297999,Customer 1 arrives,2,3,320.0
116.01216172585087,Customer 3 arrives,3,0,323.75
115.13607390667056,Customer 2 arrives,0,0,323.75
115.1145721024425,Customer 1 arrives,0,0,321.75
115.04357337405386,Bike returned,-5,5,321.75
115.02060983755808,Customer 3 arrives,2,3,324.25
114.12810634935754,Bike returned,-6,9,324.25
114.1086624931147,Customer 1 arrives,1,8,324.25
114.0330179145605,Customer 2 arrives,2,6,324.25
114.0240348911416,Customer 3 arrives,3,3,328.0
113.06396145091816,Customer 1 arrives,3,0,325.0
113.05990970607377,Customer 2 arrives,0,0,325.0
113.01511068861409,Customer 3 arrives,0,0,325.0
113.00270788010174,Bike returned,-3,3,325.0
112.26402253074087,Bike returned,-7,10,325.0
112.0670651013832,Customer 2 arrives,2,8,325.0
112.04790716881955,Customer 3 arrives,4,4,330.0
112.02926640073444,Customer 1 arrives,2,2,330.0
111.26771030643332,Bike returned,-7,9,330.0
111.19891065214553,Customer 3 arrives,5,4,336.25
111.04803211099193,Customer 2 arrives,0,4,336.25
111.04316730408885,Customer 1 arrives,3,1,336.25
110.21370264671407,Customer 2 arrives,0,1,336.25
110.17802899599296,Customer 1 arrives,1,0,335.25
110.03685930682833,Bike returned,-7,7,335.25
110.02325363858813,Customer 3 arrives,5,2,341.5
109.06982990255102,Customer 3 arrives,2,0,344.0
109.05052321546685,Customer 1 arrives,0,0,341.0
109.03637093821489,Customer 2 arrives,0,0,341.0
109.01680105248646,Bike returned,-10,10,341.0
108.29300925994357,Bike returned,-7,17,341.0
108.02882854026409,Customer 3 arrives,6,11,348.5
108.01832360569595,Customer 2 arrives,2,9,348.5
108.00274421624371,Customer 1 arrives,3,6,348.5
107.07287706065016,Customer 3 arrives,6,0,356.0
107.0255387600132,Bike returned,-10,10,356.0
107.02094202906281,Customer 1 arrives,4,6,356.0
107.01211577423095,Customer 2 arrives,0,6,356.0
106.06521539356892,Bike returned,-8,14,356.0
106.02494908284103,Customer 2 arrives,0,14,356.0
106.02186371406609,Customer 1 arrives,3,11,356.0
106.01848438084629,Customer 3 arrives,3,8,359.75
105.07598458048236,Bike returned,-4,12,359.75
105.01775731496073,Customer 1 arrives,4,8,359.75
105.00864111242109,Customer 3 arrives,4,4,364.75
105.00490045958585,Customer 2 arrives,2,2,364.75
104.12622032507134,Bike returned,-5,7,364.75
104.1248574934545,Customer 2 arrives,1,6,364.75
104.10239615847824,Customer 1 arrives,5,1,364.75
104.05884219651152,Customer 3 arrives,1,0,366.0
103.14377672962233,Bike returned,-7,7,366.0
103.0777402479173,Customer 1 arrives,3,4,366.0
103.0029847215282,Customer 2 arrives,1,3,366.0
103.00146721203997,Customer 3 arrives,3,0,369.75
102.16959392811454,Bike returned,-3,3,369.75
102.11701421635033,Customer 2 arrives,1,2,369.75
102.02321349180485,Customer 1 arrives,2,0,367.75
102.01771630784637,Customer 3 arrives,0,0,367.75
101.25362183538006,Customer 3 arrives,0,0,367.75
101.03743564009037,Customer 2 arrives,0,0,367.5
101.03144697597142,Bike returned,-2,2,367.5
101.02843639313794,Customer 1 arrives,2,0,366.5
100.19715810519673,Customer 3 arrives,0,0,366.5
100.14325032275418,Customer 2 arrives,0,0,365.5
100.0618945766647,Customer 1 arrives,0,0,361.5
100.00283135308398,Bike returned,-6,6,361.5
99.03647970593134,Customer 1 arrives,1,5,361.5
99.02573850864128,Customer 2 arrives,0,5,361.5
99.01291702416466,Bike returned,-9,14,361.5
99.00321747729386,Customer 3 arrives,3,11,365.25
98.25483701390714,Customer 1 arrives,3,8,365.25
98.13205309384676,Customer 2 arrives,0,8,365.25
98.10354416791783,Customer 3 arrives,7,1,374.0
98.01676545814264,Bike returned,-8,9,374.0
97.19319638312668,Customer 1 arrives,3,6,374.0
97.08267666128373,Customer 3 arrives,3,3,377.75
97.06410705741484,Bike returned,-7,10,377.75
97.00547851798837,Customer 2 arrives,2,8,377.75
96.06861839620433,Bike returned,-4,12,377.75
96.05442317046027,Customer 2 arrives,0,12,377.75
96.0459149226012,Customer 3 arrives,6,6,385.25
96.02282983940141,Customer 1 arrives,2,4,385.25
95.09898325676785,Customer 3 arrives,4,0,390.25
95.05452782268893,Customer 1 arrives,0,0,388.25
95.01982676850095,Customer 2 arrives,0,0,388.25
95.0179555329134,Bike returned,-7,7,388.25
94.04027112110137,Customer 2 arrives,2,5,388.25
94.03658128876322,Bike returned,-6,11,388.25
94.03584426488719,Customer 1 arrives,2,9,388.25
94.02405276893143,Customer 3 arrives,3,6,392.0
93.06916774135416,Customer 3 arrives,6,0,399.5
93.02717533633793,Customer 2 arrives,0,0,399.5
93.01457004075127,Customer 1 arrives,0,0,396.5
93.00287215899282,Bike returned,-4,4,396.5
92.10965098810932,Customer 1 arrives,4,0,395.5
92.10617043370641,Customer 2 arrives,0,0,395.0
92.03910364529047,Bike returned,-5,5,395.0
92.00696889546548,Customer 3 arrives,4,1,400.0
91.12919369116206,Bike returned,-4,5,400.0
91.10516954571496,Customer 2 arrives,1,4,400.0
